identifier,gender,test preparation course,test,score
716,group A,completed,reading score,94
716,group A,completed,writing score,87
717,group B,completed,math score,73
717,group B,completed,reading score,78
717,group B,completed,writing score,72
718,group A,completed,math score,96
718,group A,completed,reading score,96
718,group A,completed,writing score,99
719,group A,none,math score,76
719,group A,none,reading score,76
719,group A,none,writing score,74
720,group B,completed,math score,91
720,group B,completed,reading score,73
720,group B,completed,writing score,80
721,group A,none,math score,62
721,group A,none,reading score,72
721,group A,none,writing score,70
722,group B,completed,math score,55
722,group B,completed,reading score,59
722,group B,completed,writing score,59
723,group A,completed,math score,74
723,group A,completed,reading score,90
723,group A,completed,writing score,88
724,group B,none,math score,50
724,group B,none,reading score,48
724,group B,none,writing score,42
725,group B,none,math score,47
725,group B,none,reading score,43
725,group B,none,writing score,41
726,group B,completed,math score,81
726,group B,completed,reading score,74
726,group B,completed,writing score,71
727,group A,completed,math score,65
727,group A,completed,reading score,75
727,group A,completed,writing score,77
728,group B,completed,math score,68
728,group B,completed,reading score,51
728,group B,completed,writing score,57
729,group A,none,math score,73
729,group A,none,reading score,92
729,group A,none,writing score,84
730,group B,none,math score,53
730,group B,none,reading score,39
730,group B,none,writing score,37
731,group A,completed,math score,68
731,group A,completed,reading score,77
731,group A,completed,writing score,80
732,group B,none,math score,55
732,group B,none,reading score,46
732,group B,none,writing score,43
733,group A,completed,math score,87
733,group A,completed,reading score,89
733,group A,completed,writing score,94
734,group B,none,math score,55
734,group B,none,reading score,47
734,group B,none,writing score,44
735,group A,none,math score,53
735,group A,none,reading score,58
735,group A,none,writing score,57
736,group B,none,math score,67
736,group B,none,reading score,57
736,group B,none,writing score,59
737,group B,none,math score,92
737,group B,none,reading score,79
737,group B,none,writing score,84
738,group A,completed,math score,53
738,group A,completed,reading score,66
738,group A,completed,writing score,73
739,group B,none,math score,81
739,group B,none,reading score,71
739,group B,none,writing score,73
740,group B,none,math score,61
740,group B,none,reading score,60
740,group B,none,writing score,55
741,group B,none,math score,80
741,group B,none,reading score,73
741,group B,none,writing score,72
742,group A,none,math score,37
742,group A,none,reading score,57
742,group A,none,writing score,56
743,group A,none,math score,81
743,group A,none,reading score,84
743,group A,none,writing score,82
744,group A,completed,math score,59
744,group A,completed,reading score,73
744,group A,completed,writing score,72
745,group B,none,math score,55
745,group B,none,reading score,55
745,group B,none,writing score,47
746,group B,none,math score,72
746,group B,none,reading score,79
746,group B,none,writing score,74
747,group B,none,math score,69
747,group B,none,reading score,75
747,group B,none,writing score,71
748,group B,none,math score,69
748,group B,none,reading score,64
748,group B,none,writing score,68
749,group A,none,math score,50
749,group A,none,reading score,60
749,group A,none,writing score,59
750,group B,completed,math score,87
750,group B,completed,reading score,84
750,group B,completed,writing score,86
751,group B,completed,math score,71
751,group B,completed,reading score,69
751,group B,completed,writing score,68
752,group B,none,math score,68
752,group B,none,reading score,72
752,group B,none,writing score,65
753,group B,completed,math score,79
753,group B,completed,reading score,77
753,group B,completed,writing score,75
754,group A,completed,math score,77
754,group A,completed,reading score,90
754,group A,completed,writing score,85
755,group B,none,math score,58
755,group B,none,reading score,55
755,group B,none,writing score,53
756,group A,none,math score,84
756,group A,none,reading score,95
756,group A,none,writing score,92
757,group B,none,math score,55
757,group B,none,reading score,58
757,group B,none,writing score,52
758,group B,completed,math score,70
758,group B,completed,reading score,68
758,group B,completed,writing score,72
759,group A,completed,math score,52
759,group A,completed,reading score,59
759,group A,completed,writing score,65
760,group B,completed,math score,69
760,group B,completed,reading score,77
760,group B,completed,writing score,77
761,group A,none,math score,53
761,group A,none,reading score,72
761,group A,none,writing score,64
762,group A,none,math score,48
762,group A,none,reading score,58
762,group A,none,writing score,54
763,group B,completed,math score,78
763,group B,completed,reading score,81
763,group B,completed,writing score,86
764,group A,none,math score,62
764,group A,none,reading score,62
764,group A,none,writing score,63
765,group B,none,math score,60
765,group B,none,reading score,63
765,group B,none,writing score,59
766,group A,none,math score,74
766,group A,none,reading score,72
766,group A,none,writing score,72
767,group A,completed,math score,58
767,group A,completed,reading score,75
767,group A,completed,writing score,77
768,group B,completed,math score,76
768,group B,completed,reading score,62
768,group B,completed,writing score,60
769,group A,none,math score,68
769,group A,none,reading score,71
769,group A,none,writing score,75
770,group B,none,math score,58
770,group B,none,reading score,60
770,group B,none,writing score,57
771,group B,none,math score,52
771,group B,none,reading score,48
771,group B,none,writing score,49
772,group B,none,math score,75
772,group B,none,reading score,73
772,group B,none,writing score,74
773,group A,completed,math score,52
773,group A,completed,reading score,67
773,group A,completed,writing score,72
774,group A,none,math score,62
774,group A,none,reading score,78
774,group A,none,writing score,79
775,group B,none,math score,66
775,group B,none,reading score,65
775,group B,none,writing score,60
776,group A,none,math score,49
776,group A,none,reading score,58
776,group A,none,writing score,55
777,group A,none,math score,66
777,group A,none,reading score,72
777,group A,none,writing score,70
778,group A,none,math score,35
778,group A,none,reading score,44
778,group A,none,writing score,43
779,group A,completed,math score,72
779,group A,completed,reading score,79
779,group A,completed,writing score,82
780,group B,completed,math score,94
780,group B,completed,reading score,85
780,group B,completed,writing score,82
781,group A,none,math score,46
781,group A,none,reading score,56
781,group A,none,writing score,57
782,group A,none,math score,77
782,group A,none,reading score,90
782,group A,none,writing score,84
783,group A,completed,math score,76
783,group A,completed,reading score,85
783,group A,completed,writing score,82
784,group A,completed,math score,52
784,group A,completed,reading score,59
784,group A,completed,writing score,62
785,group B,completed,math score,91
785,group B,completed,reading score,81
785,group B,completed,writing score,79
786,group A,completed,math score,32
786,group A,completed,reading score,51
786,group A,completed,writing score,44
787,group A,none,math score,72
787,group A,none,reading score,79
787,group A,none,writing score,77
788,group A,none,math score,19
788,group A,none,reading score,38
788,group A,none,writing score,32
789,group B,none,math score,68
789,group B,none,reading score,65
789,group B,none,writing score,61
790,group A,none,math score,52
790,group A,none,reading score,65
790,group A,none,writing score,61
791,group A,none,math score,48
791,group A,none,reading score,62
791,group A,none,writing score,60
792,group A,none,math score,60
792,group A,none,reading score,66
792,group A,none,writing score,70
793,group B,none,math score,66
793,group B,none,reading score,74
793,group B,none,writing score,69
794,group B,completed,math score,89
794,group B,completed,reading score,84
794,group B,completed,writing score,77
795,group A,none,math score,42
795,group A,none,reading score,52
795,group A,none,writing score,51
796,group A,completed,math score,57
796,group A,completed,reading score,68
796,group A,completed,writing score,73
797,group B,none,math score,70
797,group B,none,reading score,70
797,group B,none,writing score,70
798,group A,none,math score,70
798,group A,none,reading score,84
798,group A,none,writing score,81
799,group B,none,math score,69
799,group B,none,reading score,60
799,group B,none,writing score,54
800,group A,none,math score,52
800,group A,none,reading score,55
800,group A,none,writing score,57
801,group B,completed,math score,67
801,group B,completed,reading score,73
801,group B,completed,writing score,68
802,group B,completed,math score,76
802,group B,completed,reading score,80
802,group B,completed,writing score,73
803,group A,none,math score,87
803,group A,none,reading score,94
803,group A,none,writing score,95
804,group A,none,math score,82
804,group A,none,reading score,85
804,group A,none,writing score,87
805,group A,none,math score,73
805,group A,none,reading score,76
805,group A,none,writing score,78
806,group B,none,math score,75
806,group B,none,reading score,81
806,group B,none,writing score,74
807,group A,none,math score,64
807,group A,none,reading score,74
807,group A,none,writing score,75
808,group A,none,math score,41
808,group A,none,reading score,45
808,group A,none,writing score,40
809,group B,none,math score,90
809,group B,none,reading score,75
809,group B,none,writing score,69
810,group B,none,math score,59
810,group B,none,reading score,54
810,group B,none,writing score,51
811,group B,none,math score,51
811,group B,none,reading score,31
811,group B,none,writing score,36
812,group B,none,math score,45
812,group B,none,reading score,47
812,group B,none,writing score,49
813,group A,completed,math score,54
813,group A,completed,reading score,64
813,group A,completed,writing score,67
814,group B,completed,math score,87
814,group B,completed,reading score,84
814,group B,completed,writing score,76
815,group A,none,math score,72
815,group A,none,reading score,80
815,group A,none,writing score,83
816,group B,completed,math score,94
816,group B,completed,reading score,86
816,group B,completed,writing score,87
817,group A,none,math score,45
817,group A,none,reading score,59
817,group A,none,writing score,64
818,group B,completed,math score,61
818,group B,completed,reading score,70
818,group B,completed,writing score,76
819,group A,none,math score,60
819,group A,none,reading score,72
819,group A,none,writing score,68
820,group A,none,math score,77
820,group A,none,reading score,91
820,group A,none,writing score,88
821,group A,completed,math score,85
821,group A,completed,reading score,90
821,group A,completed,writing score,92
822,group A,none,math score,78
822,group A,none,reading score,90
822,group A,none,writing score,93
823,group B,completed,math score,49
823,group B,completed,reading score,52
823,group B,completed,writing score,51
824,group A,none,math score,71
824,group A,none,reading score,87
824,group A,none,writing score,82
825,group A,none,math score,48
825,group A,none,reading score,58
825,group A,none,writing score,52
826,group B,none,math score,62
826,group B,none,reading score,67
826,group B,none,writing score,58
827,group A,completed,math score,56
827,group A,completed,reading score,68
827,group A,completed,writing score,70
828,group A,none,math score,65
828,group A,none,reading score,69
828,group A,none,writing score,76
829,group A,completed,math score,69
829,group A,completed,reading score,86
829,group A,completed,writing score,81
830,group B,none,math score,68
830,group B,none,reading score,54
830,group B,none,writing score,53
831,group A,none,math score,61
831,group A,none,reading score,60
831,group A,none,writing score,57
832,group A,completed,math score,74
832,group A,completed,reading score,86
832,group A,completed,writing score,89
833,group B,none,math score,64
833,group B,none,reading score,60
833,group B,none,writing score,58
834,group A,completed,math score,77
834,group A,completed,reading score,82
834,group A,completed,writing score,89
835,group B,none,math score,58
835,group B,none,reading score,50
835,group B,none,writing score,45
836,group A,completed,math score,60
836,group A,completed,reading score,64
836,group A,completed,writing score,74
837,group B,none,math score,73
837,group B,none,reading score,64
837,group B,none,writing score,57
838,group A,completed,math score,75
838,group A,completed,reading score,82
838,group A,completed,writing score,79
839,group B,completed,math score,58
839,group B,completed,reading score,57
839,group B,completed,writing score,53
840,group A,none,math score,66
840,group A,none,reading score,77
840,group A,none,writing score,73
841,group A,none,math score,39
841,group A,none,reading score,52
841,group A,none,writing score,46
842,group B,none,math score,64
842,group B,none,reading score,58
842,group B,none,writing score,51
843,group A,completed,math score,23
843,group A,completed,reading score,44
843,group A,completed,writing score,36
844,group B,completed,math score,74
844,group B,completed,reading score,77
844,group B,completed,writing score,76
845,group A,completed,math score,40
845,group A,completed,reading score,65
845,group A,completed,writing score,64
846,group B,none,math score,90
846,group B,none,reading score,85
846,group B,none,writing score,84
847,group B,completed,math score,91
847,group B,completed,reading score,85
847,group B,completed,writing score,85
848,group B,none,math score,64
848,group B,none,reading score,54
848,group B,none,writing score,50
849,group A,none,math score,59
849,group A,none,reading score,72
849,group A,none,writing score,68
850,group B,none,math score,80
850,group B,none,reading score,75
850,group B,none,writing score,69
851,group B,none,math score,71
851,group B,none,reading score,67
851,group B,none,writing score,67
852,group A,none,math score,61
852,group A,none,reading score,68
852,group A,none,writing score,63
853,group A,none,math score,87
853,group A,none,reading score,85
853,group A,none,writing score,93
854,group B,none,math score,82
854,group B,none,reading score,67
854,group B,none,writing score,61
855,group B,none,math score,62
855,group B,none,reading score,64
855,group B,none,writing score,55
856,group A,none,math score,97
856,group A,none,reading score,97
856,group A,none,writing score,96
857,group B,none,math score,75
857,group B,none,reading score,68
857,group B,none,writing score,65
858,group A,none,math score,65
858,group A,none,reading score,79
858,group A,none,writing score,81
859,group B,completed,math score,52
859,group B,completed,reading score,49
859,group B,completed,writing score,46
860,group B,none,math score,87
860,group B,none,reading score,73
860,group B,none,writing score,72
861,group A,none,math score,53
861,group A,none,reading score,62
861,group A,none,writing score,53
862,group A,none,math score,81
862,group A,none,reading score,86
862,group A,none,writing score,87
863,group B,completed,math score,39
863,group B,completed,reading score,42
863,group B,completed,writing score,38
864,group A,completed,math score,71
864,group A,completed,reading score,71
864,group A,completed,writing score,80
865,group B,none,math score,97
865,group B,none,reading score,93
865,group B,none,writing score,91
866,group B,completed,math score,82
866,group B,completed,reading score,82
866,group B,completed,writing score,88
867,group B,none,math score,59
867,group B,none,reading score,53
867,group B,none,writing score,52
868,group B,none,math score,61
868,group B,none,reading score,42
868,group B,none,writing score,41
869,group B,completed,math score,78
869,group B,completed,reading score,74
869,group B,completed,writing score,72
870,group B,none,math score,49
870,group B,none,reading score,51
870,group B,none,writing score,51
871,group B,none,math score,59
871,group B,none,reading score,58
871,group B,none,writing score,47
872,group A,completed,math score,70
872,group A,completed,reading score,72
872,group A,completed,writing score,76
873,group B,completed,math score,82
873,group B,completed,reading score,84
873,group B,completed,writing score,78
874,group B,none,math score,90
874,group B,none,reading score,90
874,group B,none,writing score,82
875,group A,none,math score,43
875,group A,none,reading score,62
875,group A,none,writing score,61
876,group B,none,math score,80
876,group B,none,reading score,64
876,group B,none,writing score,66
877,group B,none,math score,81
877,group B,none,reading score,82
877,group B,none,writing score,84
878,group B,none,math score,57
878,group B,none,reading score,61
878,group B,none,writing score,54
879,group A,none,math score,59
879,group A,none,reading score,72
879,group A,none,writing score,80
880,group A,none,math score,64
880,group A,none,reading score,76
880,group A,none,writing score,74
881,group B,completed,math score,63
881,group B,completed,reading score,64
881,group B,completed,writing score,66
882,group A,completed,math score,71
882,group A,completed,reading score,70
882,group A,completed,writing score,70
883,group A,none,math score,64
883,group A,none,reading score,73
883,group A,none,writing score,71
884,group B,none,math score,55
884,group B,none,reading score,46
884,group B,none,writing score,44
885,group A,none,math score,51
885,group A,none,reading score,51
885,group A,none,writing score,54
886,group A,completed,math score,62
886,group A,completed,reading score,76
886,group A,completed,writing score,80
887,group A,completed,math score,93
887,group A,completed,reading score,100
887,group A,completed,writing score,95
888,group B,none,math score,54
888,group B,none,reading score,72
888,group B,none,writing score,59
889,group A,none,math score,69
889,group A,none,reading score,65
889,group A,none,writing score,74
890,group B,none,math score,44
890,group B,none,reading score,51
890,group B,none,writing score,48
891,group A,completed,math score,86
891,group A,completed,reading score,85
891,group A,completed,writing score,91
892,group A,none,math score,85
892,group A,none,reading score,92
892,group A,none,writing score,85
893,group A,none,math score,50
893,group A,none,reading score,67
893,group A,none,writing score,73
894,group B,completed,math score,88
894,group B,completed,reading score,74
894,group B,completed,writing score,75
895,group A,none,math score,59
895,group A,none,reading score,62
895,group A,none,writing score,69
896,group A,none,math score,32
896,group A,none,reading score,34
896,group A,none,writing score,38
897,group B,none,math score,36
897,group B,none,reading score,29
897,group B,none,writing score,27
898,group A,completed,math score,63
898,group A,completed,reading score,78
898,group A,completed,writing score,79
899,group B,completed,math score,67
899,group B,completed,reading score,54
899,group B,completed,writing score,63
900,group A,completed,math score,65
900,group A,completed,reading score,78
900,group A,completed,writing score,82
901,group B,none,math score,85
901,group B,none,reading score,84
901,group B,none,writing score,89
902,group A,none,math score,73
902,group A,none,reading score,78
902,group A,none,writing score,74
903,group A,completed,math score,34
903,group A,completed,reading score,48
903,group A,completed,writing score,41
904,group A,completed,math score,93
904,group A,completed,reading score,100
904,group A,completed,writing score,100
905,group A,none,math score,67
905,group A,none,reading score,84
905,group A,none,writing score,84
906,group B,none,math score,88
906,group B,none,reading score,77
906,group B,none,writing score,77
907,group B,none,math score,57
907,group B,none,reading score,48
907,group B,none,writing score,51
908,group A,completed,math score,79
908,group A,completed,reading score,84
908,group A,completed,writing score,91
909,group A,none,math score,67
909,group A,none,reading score,75
909,group A,none,writing score,72
910,group B,completed,math score,70
910,group B,completed,reading score,64
910,group B,completed,writing score,70
911,group B,none,math score,50
911,group B,none,reading score,42
911,group B,none,writing score,48
912,group A,none,math score,69
912,group A,none,reading score,84
912,group A,none,writing score,82
913,group A,completed,math score,52
913,group A,completed,reading score,61
913,group A,completed,writing score,66
914,group A,completed,math score,47
914,group A,completed,reading score,62
914,group A,completed,writing score,66
915,group A,none,math score,46
915,group A,none,reading score,61
915,group A,none,writing score,55
916,group A,none,math score,68
916,group A,none,reading score,70
916,group A,none,writing score,66
917,group B,completed,math score,100
917,group B,completed,reading score,100
917,group B,completed,writing score,100
918,group A,none,math score,44
918,group A,none,reading score,61
918,group A,none,writing score,52
919,group A,completed,math score,57
919,group A,completed,reading score,77
919,group A,completed,writing score,80
920,group B,completed,math score,91
920,group B,completed,reading score,96
920,group B,completed,writing score,91
921,group B,none,math score,69
921,group B,none,reading score,70
921,group B,none,writing score,67
922,group A,none,math score,35
922,group A,none,reading score,53
922,group A,none,writing score,46
923,group B,none,math score,72
923,group B,none,reading score,66
923,group B,none,writing score,66
924,group A,none,math score,54
924,group A,none,reading score,65
924,group A,none,writing score,65
925,group B,none,math score,74
925,group B,none,reading score,70
925,group B,none,writing score,69
926,group B,completed,math score,74
926,group B,completed,reading score,64
926,group B,completed,writing score,60
927,group B,none,math score,64
927,group B,none,reading score,56
927,group B,none,writing score,52
928,group A,completed,math score,65
928,group A,completed,reading score,61
928,group A,completed,writing score,71
929,group B,completed,math score,46
929,group B,completed,reading score,43
929,group B,completed,writing score,44
930,group A,none,math score,48
930,group A,none,reading score,56
930,group A,none,writing score,51
931,group B,completed,math score,67
931,group B,completed,reading score,74
931,group B,completed,writing score,70
932,group B,none,math score,62
932,group B,none,reading score,57
932,group B,none,writing score,62
933,group B,completed,math score,61
933,group B,completed,reading score,71
933,group B,completed,writing score,73
934,group B,completed,math score,70
934,group B,completed,reading score,75
934,group B,completed,writing score,74
935,group B,completed,math score,98
935,group B,completed,reading score,87
935,group B,completed,writing score,90
936,group B,none,math score,70
936,group B,none,reading score,63
936,group B,none,writing score,58
937,group B,none,math score,67
937,group B,none,reading score,57
937,group B,none,writing score,53
938,group A,none,math score,57
938,group A,none,reading score,58
938,group A,none,writing score,57
939,group B,completed,math score,85
939,group B,completed,reading score,81
939,group B,completed,writing score,85
940,group B,completed,math score,77
940,group B,completed,reading score,68
940,group B,completed,writing score,69
941,group B,completed,math score,72
941,group B,completed,reading score,66
941,group B,completed,writing score,72
942,group A,none,math score,78
942,group A,none,reading score,91
942,group A,none,writing score,96
943,group B,none,math score,81
943,group B,none,reading score,66
943,group B,none,writing score,64
944,group B,completed,math score,61
944,group B,completed,reading score,62
944,group B,completed,writing score,61
945,group A,none,math score,58
945,group A,none,reading score,68
945,group A,none,writing score,61
946,group A,none,math score,54
946,group A,none,reading score,61
946,group A,none,writing score,58
947,group B,none,math score,82
947,group B,none,reading score,82
947,group B,none,writing score,80
948,group A,none,math score,49
948,group A,none,reading score,58
948,group A,none,writing score,60
949,group B,completed,math score,49
949,group B,completed,reading score,50
949,group B,completed,writing score,52
950,group A,completed,math score,57
950,group A,completed,reading score,75
950,group A,completed,writing score,73
951,group B,none,math score,94
951,group B,none,reading score,73
951,group B,none,writing score,71
952,group A,completed,math score,75
952,group A,completed,reading score,77
952,group A,completed,writing score,83
953,group A,none,math score,74
953,group A,none,reading score,74
953,group A,none,writing score,72
954,group B,completed,math score,58
954,group B,completed,reading score,52
954,group B,completed,writing score,54
955,group A,none,math score,62
955,group A,none,reading score,69
955,group A,none,writing score,69
956,group B,none,math score,72
956,group B,none,reading score,57
956,group B,none,writing score,62
957,group B,none,math score,84
957,group B,none,reading score,87
957,group B,none,writing score,81
958,group A,none,math score,92
958,group A,none,reading score,100
958,group A,none,writing score,100
959,group A,none,math score,45
959,group A,none,reading score,63
959,group A,none,writing score,59
960,group B,none,math score,75
960,group B,none,reading score,81
960,group B,none,writing score,71
961,group A,none,math score,56
961,group A,none,reading score,58
961,group A,none,writing score,64
962,group A,none,math score,48
962,group A,none,reading score,54
962,group A,none,writing score,53
963,group A,none,math score,100
963,group A,none,reading score,100
963,group A,none,writing score,100
964,group A,completed,math score,65
964,group A,completed,reading score,76
964,group A,completed,writing score,75
965,group B,none,math score,72
965,group B,none,reading score,57
965,group B,none,writing score,58
966,group A,none,math score,62
966,group A,none,reading score,70
966,group A,none,writing score,72
967,group B,completed,math score,66
967,group B,completed,reading score,68
967,group B,completed,writing score,64
968,group B,none,math score,63
968,group B,none,reading score,63
968,group B,none,writing score,60
969,group A,none,math score,68
969,group A,none,reading score,76
969,group A,none,writing score,67
970,group A,none,math score,75
970,group A,none,reading score,84
970,group A,none,writing score,80
971,group A,none,math score,89
971,group A,none,reading score,100
971,group A,none,writing score,100
972,group B,completed,math score,78
972,group B,completed,reading score,72
972,group B,completed,writing score,69
973,group A,completed,math score,53
973,group A,completed,reading score,50
973,group A,completed,writing score,60
974,group A,none,math score,49
974,group A,none,reading score,65
974,group A,none,writing score,61
975,group A,none,math score,54
975,group A,none,reading score,63
975,group A,none,writing score,67
976,group A,completed,math score,64
976,group A,completed,reading score,82
976,group A,completed,writing score,77
977,group B,completed,math score,60
977,group B,completed,reading score,62
977,group B,completed,writing score,60
978,group B,none,math score,62
978,group B,none,reading score,65
978,group B,none,writing score,58
979,group B,completed,math score,55
979,group B,completed,reading score,41
979,group B,completed,writing score,48
980,group A,none,math score,91
980,group A,none,reading score,95
980,group A,none,writing score,94
981,group A,none,math score,8
981,group A,none,reading score,24
981,group A,none,writing score,23
982,group B,none,math score,81
982,group B,none,reading score,78
982,group B,none,writing score,78
983,group B,completed,math score,79
983,group B,completed,reading score,85
983,group B,completed,writing score,86
984,group A,completed,math score,78
984,group A,completed,reading score,87
984,group A,completed,writing score,91
985,group A,none,math score,74
985,group A,none,reading score,75
985,group A,none,writing score,82
986,group B,none,math score,57
986,group B,none,reading score,51
986,group B,none,writing score,54
987,group A,none,math score,40
987,group A,none,reading score,59
987,group A,none,writing score,51
988,group B,completed,math score,81
988,group B,completed,reading score,75
988,group B,completed,writing score,76
989,group A,none,math score,44
989,group A,none,reading score,45
989,group A,none,writing score,45
990,group A,completed,math score,67
990,group A,completed,reading score,86
990,group A,completed,writing score,83
991,group B,completed,math score,86
991,group B,completed,reading score,81
991,group B,completed,writing score,75
992,group A,completed,math score,65
992,group A,completed,reading score,82
992,group A,completed,writing score,78
993,group A,none,math score,55
993,group A,none,reading score,76
993,group A,none,writing score,76
994,group A,none,math score,62
994,group A,none,reading score,72
994,group A,none,writing score,74
995,group B,none,math score,63
995,group B,none,reading score,63
995,group B,none,writing score,62
996,group A,completed,math score,88
996,group A,completed,reading score,99
996,group A,completed,writing score,95
997,group B,none,math score,62
997,group B,none,reading score,55
997,group B,none,writing score,55
998,group A,completed,math score,59
998,group A,completed,reading score,71
998,group A,completed,writing score,65
999,group A,completed,math score,68
999,group A,completed,reading score,78
999,group A,completed,writing score,77
1000,group A,none,math score,77
1000,group A,none,reading score,86
1000,group A,none,writing score,86
